year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,update_date
2022,43,กาฬสินธุ์,96,73581,96,73575,0,172,"2023-01-16 07:37:07"
2022,43,ตรัง,9,31266,9,31245,0,75,"2023-01-16 07:37:07"
2022,43,อุทัยธานี,42,32649,42,32649,0,107,"2023-01-16 07:37:07"
2022,43,ปราจีนบุรี,18,75954,18,75942,0,120,"2023-01-16 07:37:07"
2022,43,มหาสารคาม,12,84699,12,84678,0,111,"2023-01-16 07:37:07"
2022,43,สระแก้ว,78,59358,78,57684,0,86,"2023-01-16 07:37:07"
2022,43,นครราชสีมา,234,144648,234,144636,6,384,"2023-01-16 07:37:07"
2022,43,กระบี่,147,38964,147,38085,0,116,"2023-01-16 07:37:07"
2022,43,ยะลา,18,29481,18,29439,2,83,"2023-01-16 07:37:07"
2022,43,ลำพูน,96,5142,96,5139,0,50,"2023-01-16 07:37:07"
2022,43,ศรีสะเกษ,6,91548,6,91518,0,218,"2023-01-16 07:37:07"
2022,43,ประจวบคีรีขันธ์,78,72342,78,71289,0,125,"2023-01-16 07:37:07"
2022,43,เพชรบุรี,24,60342,24,60276,0,108,"2023-01-16 07:37:07"
2022,43,หนองคาย,21,69432,21,69069,0,77,"2023-01-16 07:37:07"
2022,43,นครปฐม,78,137883,78,137883,0,186,"2023-01-16 07:37:07"
2022,43,ชัยภูมิ,102,61665,102,61662,0,84,"2023-01-16 07:37:07"
2022,43,น่าน,33,36858,33,36849,0,32,"2023-01-16 07:37:07"
2022,43,อุตรดิตถ์,33,26496,33,26493,0,62,"2023-01-16 07:37:07"
2022,43,นครนายก,75,38481,75,38481,0,98,"2023-01-16 07:37:07"
2022,43,สิงห์บุรี,3,25062,3,25059,0,88,"2023-01-16 07:37:07"
2022,43,สตูล,3,32067,3,32013,0,73,"2023-01-16 07:37:07"
2022,43,กำแพงเพชร,12,51846,12,51831,0,129,"2023-01-16 07:37:07"
2022,43,ตราด,39,28914,39,28548,0,130,"2023-01-16 07:37:07"
2022,44,นครนายก,141,38622,141,38622,0,98,"2023-01-16 07:37:07"
2022,44,สตูล,276,32343,276,32289,0,73,"2023-01-16 07:37:07"
2022,44,สิงห์บุรี,339,25401,339,25398,0,88,"2023-01-16 07:37:07"
2022,44,ตราด,384,29298,384,28932,0,130,"2023-01-16 07:37:07"
2022,44,กำแพงเพชร,846,52692,846,52677,0,129,"2023-01-16 07:37:07"
2022,44,อุตรดิตถ์,54,26550,54,26547,0,62,"2023-01-16 07:37:07"
2022,44,อำนาจเจริญ,282,23190,282,23178,0,35,"2023-01-16 07:37:07"
2022,44,ชลบุรี,3642,359637,3597,354105,22,519,"2023-01-16 07:37:07"
2022,44,พิจิตร,228,18066,228,18066,0,90,"2023-01-16 07:37:07"
2022,44,ชัยนาท,63,12849,63,12849,0,9,"2023-01-16 07:37:07"
2022,44,สมุทรสงคราม,261,41331,261,41331,0,77,"2023-01-16 07:37:07"
2022,44,เชียงใหม่,1314,110148,1314,109941,4,313,"2023-01-16 07:37:07"
2022,44,เชียงราย,120,17748,120,17643,0,123,"2023-01-16 07:37:07"
2022,44,สงขลา,1605,111951,1605,111540,0,145,"2023-01-16 07:37:07"
2022,44,ระยอง,1224,130023,1224,129924,0,206,"2023-01-16 07:37:07"
2022,44,บึงกาฬ,384,31659,384,31647,0,20,"2023-01-16 07:37:07"
2022,44,สุราษฎร์ธานี,492,62028,492,60183,0,159,"2023-01-16 07:37:07"
2022,44,ราชบุรี,1248,125061,1248,125058,0,199,"2023-01-16 07:37:07"
2022,44,ชุมพร,342,44562,342,44562,2,75,"2023-01-16 07:37:07"
2022,44,ปทุมธานี,1329,133275,1329,133242,0,231,"2023-01-16 07:37:07"
2022,44,พัทลุง,849,73122,849,73122,0,96,"2023-01-16 07:37:07"
2022,44,ลพบุรี,390,48636,390,48624,0,226,"2023-01-16 07:37:07"
2022,44,สุพรรณบุรี,1158,103662,1158,103647,0,161,"2023-01-16 07:37:07"
2022,44,พิษณุโลก,822,63801,822,63801,0,101,"2023-01-16 07:37:07"
2022,44,นครศรีธรรมราช,2577,240105,2577,240102,0,249,"2023-01-16 07:37:07"
2022,44,มุกดาหาร,147,20883,147,20877,0,51,"2023-01-16 07:37:07"
2022,44,สมุทรสาคร,1953,178548,1953,178545,0,146,"2023-01-16 07:37:07"
2022,44,ร้อยเอ็ด,1725,124422,1725,124410,0,236,"2023-01-16 07:37:07"
2022,44,ไม่ระบุ,60,60,60,60,0,0,"2023-01-16 07:37:07"
2022,44,ทั้งประเทศ,75438,7415316,75177,7364403,80,11528,"2023-01-16 07:37:07"
2022,44,ฉะเชิงเทรา,1278,126579,1278,126564,0,123,"2023-01-16 07:37:07"
2022,44,นครพนม,582,42420,582,42417,0,79,"2023-01-16 07:37:07"
2022,44,ระนอง,306,32334,306,32163,0,25,"2023-01-16 07:37:07"
2022,44,กรุงเทพมหานคร,12207,1527996,12168,1522056,8,1504,"2023-01-16 07:37:07"
2022,44,สระบุรี,573,59949,573,59940,0,166,"2023-01-16 07:37:07"
2022,44,ยะลา,141,29622,141,29580,0,83,"2023-01-16 07:37:07"
2022,44,พระนครศรีอยุธยา,753,108711,753,108711,0,135,"2023-01-16 07:37:07"
2022,44,นราธิวาส,87,23892,87,23865,0,26,"2023-01-16 07:37:07"
2022,44,นครสวรรค์,996,74319,996,74298,0,165,"2023-01-16 07:37:07"
2022,44,หนองบัวลำภู,294,34302,294,34302,2,87,"2023-01-16 07:37:07"
2022,44,ปัตตานี,153,33426,150,33288,0,86,"2023-01-16 07:37:07"
2022,44,สมุทรปราการ,2538,331062,2538,329592,2,419,"2023-01-16 07:37:07"
2022,44,สุรินทร์,1200,100224,1200,100170,4,126,"2023-01-16 07:37:07"
2022,44,ประจวบคีรีขันธ์,978,73320,978,72267,0,125,"2023-01-16 07:37:07"
2022,44,หนองคาย,1152,70584,1152,70221,2,79,"2023-01-16 07:37:07"
2022,44,น่าน,468,37326,468,37317,0,32,"2023-01-16 07:37:07"
2022,44,นครปฐม,1842,139725,1842,139725,0,186,"2023-01-16 07:37:07"
2022,44,ชัยภูมิ,507,62172,507,62169,0,84,"2023-01-16 07:37:07"
2022,44,เพชรบุรี,546,60888,546,60822,0,108,"2023-01-16 07:37:07"
2022,44,เลย,987,52788,987,52785,2,130,"2023-01-16 07:37:07"
2022,44,กาญจนบุรี,1281,82920,1281,82770,0,164,"2023-01-16 07:37:07"
2022,44,นนทบุรี,2589,224253,2589,224187,4,112,"2023-01-16 07:37:07"
2022,44,สกลนคร,696,64296,696,64290,0,149,"2023-01-16 07:37:07"
2022,44,ยโสธร,444,42171,444,42162,0,103,"2023-01-16 07:37:07"
2022,44,ลำปาง,738,30894,738,30888,2,127,"2023-01-16 07:37:07"
2022,44,อ่างทอง,795,48555,795,48555,2,72,"2023-01-16 07:37:07"
2022,44,ขอนแก่น,2037,173871,2037,173805,2,192,"2023-01-16 07:37:07"
2022,44,แพร่,360,28713,360,28701,2,84,"2023-01-16 07:37:07"
2022,44,เพชรบูรณ์,288,38919,288,38910,0,61,"2023-01-16 07:37:07"
2022,44,บุรีรัมย์,1650,152286,1650,152268,0,97,"2023-01-16 07:37:07"
2022,44,ตาก,618,37260,618,36852,0,85,"2023-01-16 07:37:07"
2022,44,ภูเก็ต,966,162639,834,134661,2,154,"2023-01-16 07:37:07"
2022,44,แม่ฮ่องสอน,72,8061,72,8061,0,38,"2023-01-16 07:37:07"
2022,44,พะเยา,159,18696,159,18696,0,57,"2023-01-16 07:37:07"
2022,44,อุดรธานี,1101,88383,1101,88314,2,204,"2023-01-16 07:37:07"
2022,44,อุบลราชธานี,1164,124698,1164,124644,0,294,"2023-01-16 07:37:07"
2022,44,พังงา,246,31074,225,29880,0,31,"2023-01-16 07:37:07"
2022,44,สุโขทัย,426,48246,426,48240,0,165,"2023-01-16 07:37:07"
2022,44,ลำพูน,42,5184,42,5181,0,50,"2023-01-16 07:37:07"
2022,44,กระบี่,441,39405,441,38526,6,122,"2023-01-16 07:37:07"
2022,44,ศรีสะเกษ,1116,92664,1116,92634,0,218,"2023-01-16 07:37:07"
2022,44,นครราชสีมา,1560,146208,1560,146196,2,386,"2023-01-16 07:37:07"
2022,44,สระแก้ว,825,60183,804,58488,0,86,"2023-01-16 07:37:07"
2022,44,ปราจีนบุรี,984,76938,984,76926,0,120,"2023-01-16 07:37:07"
2022,44,จันทบุรี,792,63087,792,63042,2,71,"2023-01-16 07:37:07"
2022,44,ตรัง,222,31488,222,31467,0,75,"2023-01-16 07:37:07"
2022,44,กาฬสินธุ์,762,74343,762,74337,0,172,"2023-01-16 07:37:07"
2022,44,อุทัยธานี,369,33018,369,33018,0,107,"2023-01-16 07:37:07"
2022,44,มหาสารคาม,852,85551,852,85530,6,117,"2023-01-16 07:37:07"
2022,45,ตรัง,111,31599,111,31578,0,75,"2023-01-16 07:37:07"
2022,45,ปราจีนบุรี,9,76947,9,76935,0,120,"2023-01-16 07:37:07"
2022,45,จันทบุรี,54,63141,54,63096,0,71,"2023-01-16 07:37:07"
2022,45,กาฬสินธุ์,48,74391,48,74385,0,172,"2023-01-16 07:37:07"
2022,45,มหาสารคาม,63,85614,63,85593,2,119,"2023-01-16 07:37:07"
2022,45,อุทัยธานี,63,33081,63,33081,6,113,"2023-01-16 07:37:07"
2022,45,พระนครศรีอยุธยา,51,108762,51,108762,6,141,"2023-01-16 07:37:07"
2022,45,สระบุรี,45,59994,45,59985,0,166,"2023-01-16 07:37:07"
2022,45,พะเยา,6,18702,6,18702,0,57,"2023-01-16 07:37:07"
2022,45,ระยอง,42,130065,42,129966,0,206,"2023-01-16 07:37:07"
2022,45,สงขลา,441,112392,441,111981,0,145,"2023-01-16 07:37:07"
2022,45,เชียงราย,78,17826,78,17721,0,123,"2023-01-16 07:37:07"
2022,45,เชียงใหม่,21,110169,21,109962,4,317,"2023-01-16 07:37:07"
2022,45,บึงกาฬ,0,31659,0,31647,0,20,"2023-01-16 07:37:07"
2022,45,กำแพงเพชร,18,52710,18,52695,0,129,"2023-01-16 07:37:07"
2022,45,ตราด,39,29337,39,28971,2,132,"2023-01-16 07:37:07"
2022,45,สิงห์บุรี,9,25410,9,25407,0,88,"2023-01-16 07:37:07"
2022,45,หนองบัวลำภู,12,34314,12,34314,0,87,"2023-01-16 07:37:07"
2022,45,นครนายก,15,38637,15,38637,0,98,"2023-01-16 07:37:07"
2022,45,สตูล,15,32358,15,32304,0,73,"2023-01-16 07:37:07"
2022,45,อุตรดิตถ์,60,26610,60,26607,0,62,"2023-01-16 07:37:07"
2022,45,ชลบุรี,630,360267,630,354735,16,535,"2023-01-16 07:37:07"
2022,45,ชัยนาท,3,12852,3,12852,0,9,"2023-01-16 07:37:07"
2022,45,พิจิตร,15,18081,15,18081,0,90,"2023-01-16 07:37:07"
2022,45,สมุทรสงคราม,24,41355,24,41355,0,77,"2023-01-16 07:37:07"
2022,45,อำนาจเจริญ,51,23241,51,23229,0,35,"2023-01-16 07:37:07"
2022,45,สุราษฎร์ธานี,141,62169,141,60324,6,165,"2023-01-16 07:37:07"
2022,45,ทั้งประเทศ,9498,7424814,9498,7373901,84,11612,"2023-01-16 07:37:07"
2022,45,ระนอง,3,32337,3,32166,0,25,"2023-01-16 07:37:07"
2022,45,ฉะเชิงเทรา,96,126675,96,126660,0,123,"2023-01-16 07:37:07"
2022,45,กรุงเทพมหานคร,2415,1530411,2415,1524471,6,1510,"2023-01-16 07:37:07"
2022,45,นครพนม,9,42429,9,42426,0,79,"2023-01-16 07:37:07"
2022,45,ปทุมธานี,246,133521,246,133488,0,231,"2023-01-16 07:37:07"
2022,45,ราชบุรี,87,125148,87,125145,2,201,"2023-01-16 07:37:07"
2022,45,สุพรรณบุรี,63,103725,63,103710,0,161,"2023-01-16 07:37:07"
2022,45,ลพบุรี,63,48699,63,48687,0,226,"2023-01-16 07:37:07"
2022,45,ชุมพร,108,44670,108,44670,2,77,"2023-01-16 07:37:07"
2022,45,พัทลุง,9,73131,9,73131,0,96,"2023-01-16 07:37:07"
2022,45,มุกดาหาร,9,20892,9,20886,0,51,"2023-01-16 07:37:07"
2022,45,สมุทรสาคร,261,178809,261,178806,0,146,"2023-01-16 07:37:07"
2022,45,พิษณุโลก,87,63888,87,63888,0,101,"2023-01-16 07:37:07"
2022,45,นครศรีธรรมราช,285,240390,285,240387,0,249,"2023-01-16 07:37:07"
2022,45,ไม่ระบุ,9,69,9,69,0,0,"2023-01-16 07:37:07"
2022,45,นครราชสีมา,189,146397,189,146385,0,386,"2023-01-16 07:37:07"
2022,45,กระบี่,222,39627,222,38748,4,126,"2023-01-16 07:37:07"
2022,45,ยะลา,36,29658,36,29616,2,85,"2023-01-16 07:37:07"
2022,45,สระแก้ว,159,60342,159,58647,0,86,"2023-01-16 07:37:07"
2022,45,ลำพูน,375,5559,375,5556,2,52,"2023-01-16 07:37:07"
2022,45,ศรีสะเกษ,12,92676,12,92646,0,218,"2023-01-16 07:37:07"
2022,45,สกลนคร,15,64311,15,64305,0,149,"2023-01-16 07:37:07"
2022,45,นนทบุรี,270,224523,270,224457,2,114,"2023-01-16 07:37:07"
2022,45,ยโสธร,12,42183,12,42174,0,103,"2023-01-16 07:37:07"
2022,45,เลย,108,52896,108,52893,0,130,"2023-01-16 07:37:07"
2022,45,ลำปาง,126,31020,126,31014,0,127,"2023-01-16 07:37:07"
2022,45,กาญจนบุรี,18,82938,18,82788,0,164,"2023-01-16 07:37:07"
2022,45,สุรินทร์,126,100350,126,100296,0,126,"2023-01-16 07:37:07"
2022,45,ปัตตานี,33,33459,33,33321,0,86,"2023-01-16 07:37:07"
2022,45,นครสวรรค์,135,74454,135,74433,6,171,"2023-01-16 07:37:07"
2022,45,สมุทรปราการ,261,331323,261,329853,6,425,"2023-01-16 07:37:07"
2022,45,นราธิวาส,15,23907,15,23880,0,26,"2023-01-16 07:37:07"
2022,45,น่าน,21,37347,21,37338,0,32,"2023-01-16 07:37:07"
2022,45,นครปฐม,126,139851,126,139851,0,186,"2023-01-16 07:37:07"
2022,45,เพชรบุรี,18,60906,18,60840,0,108,"2023-01-16 07:37:07"
2022,45,หนองคาย,18,70602,18,70239,0,79,"2023-01-16 07:37:07"
2022,45,ประจวบคีรีขันธ์,54,73374,54,72321,0,125,"2023-01-16 07:37:07"
2022,45,ชัยภูมิ,9,62181,9,62178,0,84,"2023-01-16 07:37:07"
2022,45,ร้อยเอ็ด,63,124485,63,124473,0,236,"2023-01-16 07:37:07"
2022,45,แม่ฮ่องสอน,9,8070,9,8070,0,38,"2023-01-16 07:37:07"
2022,45,พังงา,0,31074,0,29880,0,31,"2023-01-16 07:37:07"
2022,45,อุดรธานี,30,88413,30,88344,0,204,"2023-01-16 07:37:07"
2022,45,สุโขทัย,90,48336,90,48330,2,167,"2023-01-16 07:37:07"
2022,45,อุบลราชธานี,45,124743,45,124689,0,294,"2023-01-16 07:37:07"
2022,45,ขอนแก่น,192,174063,192,173997,0,192,"2023-01-16 07:37:07"
2022,45,แพร่,51,28764,51,28752,4,88,"2023-01-16 07:37:07"
2022,45,เพชรบูรณ์,84,39003,84,38994,0,61,"2023-01-16 07:37:07"
2022,45,ตาก,381,37641,381,37233,4,89,"2023-01-16 07:37:07"
2022,45,ภูเก็ต,252,162891,252,134913,0,154,"2023-01-16 07:37:07"
2022,45,อ่างทอง,6,48561,6,48561,0,72,"2023-01-16 07:37:07"
2022,45,บุรีรัมย์,123,152409,123,152391,0,97,"2023-01-16 07:37:07"
2022,46,แพร่,180,28944,180,28932,0,88,"2023-01-16 07:37:07"
2022,46,ตาก,393,38034,393,37626,2,91,"2023-01-16 07:37:07"
2022,46,อ่างทอง,21,48582,21,48582,0,72,"2023-01-16 07:37:07"
2022,46,บุรีรัมย์,171,152580,171,152562,0,97,"2023-01-16 07:37:07"
2022,46,ภูเก็ต,258,163149,258,135171,8,162,"2023-01-16 07:37:07"
2022,46,เพชรบูรณ์,66,39069,66,39060,0,61,"2023-01-16 07:37:07"
2022,46,ขอนแก่น,279,174342,279,174276,0,192,"2023-01-16 07:37:07"
2022,46,ราชบุรี,105,125253,105,125250,0,201,"2023-01-16 07:37:07"
2022,46,ปทุมธานี,318,133839,318,133806,2,233,"2023-01-16 07:37:07"
2022,46,สุพรรณบุรี,21,103746,21,103731,0,161,"2023-01-16 07:37:07"
2022,46,ชุมพร,285,44955,285,44955,2,79,"2023-01-16 07:37:07"
2022,46,พัทลุง,24,73155,24,73155,0,96,"2023-01-16 07:37:07"
2022,46,ระยอง,66,130131,66,130032,8,214,"2023-01-16 07:37:07"
2022,46,สงขลา,339,112731,339,112320,0,145,"2023-01-16 07:37:07"
2022,46,เชียงราย,72,17898,72,17793,0,123,"2023-01-16 07:37:07"
2022,46,เชียงใหม่,21,110190,21,109983,2,319,"2023-01-16 07:37:07"
2022,46,บึงกาฬ,3,31662,3,31650,0,20,"2023-01-16 07:37:07"
2022,46,พะเยา,45,18747,45,18747,2,59,"2023-01-16 07:37:07"
2022,46,มหาสารคาม,72,85686,72,85665,0,119,"2023-01-16 07:37:07"
2022,46,กาฬสินธุ์,66,74457,66,74451,0,172,"2023-01-16 07:37:07"
2022,46,จันทบุรี,213,63354,213,63309,2,73,"2023-01-16 07:37:07"
2022,46,ปราจีนบุรี,33,76980,33,76968,2,122,"2023-01-16 07:37:07"
2022,46,อุทัยธานี,72,33153,72,33153,4,117,"2023-01-16 07:37:07"
2022,46,ตรัง,138,31737,138,31716,2,77,"2023-01-16 07:37:07"
2022,46,พระนครศรีอยุธยา,42,108804,42,108804,0,141,"2023-01-16 07:37:07"
2022,46,สระบุรี,222,60216,222,60207,0,166,"2023-01-16 07:37:07"
2022,46,ทั้งประเทศ,11871,7436685,11871,7385772,138,11750,"2023-01-16 07:37:07"
2022,46,กรุงเทพมหานคร,2955,1533366,2955,1527426,18,1528,"2023-01-16 07:37:07"
2022,46,สุราษฎร์ธานี,168,62337,168,60492,14,179,"2023-01-16 07:37:07"
2022,46,ระนอง,18,32355,18,32184,2,27,"2023-01-16 07:37:07"
2022,46,นครพนม,3,42432,3,42429,0,79,"2023-01-16 07:37:07"
2022,46,ฉะเชิงเทรา,72,126747,72,126732,0,123,"2023-01-16 07:37:07"
2022,46,ตราด,21,29358,21,28992,4,136,"2023-01-16 07:37:07"
2022,46,สิงห์บุรี,27,25437,27,25434,2,90,"2023-01-16 07:37:07"
2022,46,สตูล,51,32409,51,32355,0,73,"2023-01-16 07:37:07"
2022,46,นครนายก,30,38667,30,38667,0,98,"2023-01-16 07:37:07"
2022,46,กำแพงเพชร,3,52713,3,52698,0,129,"2023-01-16 07:37:07"
2022,46,อุตรดิตถ์,99,26709,99,26706,2,64,"2023-01-16 07:37:07"
2022,46,ชัยนาท,18,12870,18,12870,0,9,"2023-01-16 07:37:07"
2022,46,พิจิตร,21,18102,21,18102,0,90,"2023-01-16 07:37:07"
2022,46,สมุทรสงคราม,33,41388,33,41388,0,77,"2023-01-16 07:37:07"
2022,46,อำนาจเจริญ,0,23241,0,23229,0,35,"2023-01-16 07:37:07"
2022,46,ชลบุรี,720,360987,720,355455,4,539,"2023-01-16 07:37:07"
2022,46,แม่ฮ่องสอน,12,8082,12,8082,2,40,"2023-01-16 07:37:07"
2022,46,สุโขทัย,57,48393,57,48387,6,173,"2023-01-16 07:37:07"
2022,46,อุดรธานี,36,88449,36,88380,0,204,"2023-01-16 07:37:07"
2022,46,พังงา,0,31074,0,29880,0,31,"2023-01-16 07:37:07"
2022,46,อุบลราชธานี,99,124842,99,124788,0,294,"2023-01-16 07:37:07"
2022,46,สกลนคร,24,64335,24,64329,0,149,"2023-01-16 07:37:07"
2022,46,ลำปาง,126,31146,126,31140,2,129,"2023-01-16 07:37:07"
2022,46,ยโสธร,18,42201,18,42192,2,105,"2023-01-16 07:37:07"
2022,46,นนทบุรี,288,224811,288,224745,2,116,"2023-01-16 07:37:07"
2022,46,น่าน,18,37365,18,37356,0,32,"2023-01-16 07:37:07"
2022,46,กาญจนบุรี,24,82962,24,82812,0,164,"2023-01-16 07:37:07"
2022,46,เลย,270,53166,270,53163,0,130,"2023-01-16 07:37:07"
2022,46,พิษณุโลก,204,64092,204,64092,0,101,"2023-01-16 07:37:07"
2022,46,มุกดาหาร,0,20892,0,20886,0,51,"2023-01-16 07:37:07"
2022,46,นครศรีธรรมราช,216,240606,216,240603,10,259,"2023-01-16 07:37:07"
2022,46,สมุทรสาคร,411,179220,411,179217,0,146,"2023-01-16 07:37:07"
2022,46,ร้อยเอ็ด,72,124557,72,124545,0,236,"2023-01-16 07:37:07"
2022,46,ไม่ระบุ,48,117,48,117,0,0,"2023-01-16 07:37:07"
2022,46,ลพบุรี,63,48762,63,48750,0,226,"2023-01-16 07:37:07"
2022,46,กระบี่,201,39828,201,38949,4,130,"2023-01-16 07:37:07"
2022,46,ยะลา,96,29754,96,29712,2,87,"2023-01-16 07:37:07"
2022,46,นครราชสีมา,237,146634,237,146622,0,386,"2023-01-16 07:37:07"
2022,46,ศรีสะเกษ,3,92679,3,92649,4,222,"2023-01-16 07:37:07"
2022,46,ลำพูน,336,5895,336,5892,0,52,"2023-01-16 07:37:07"
2022,46,สระแก้ว,144,60486,144,58791,0,86,"2023-01-16 07:37:07"
2022,46,เพชรบุรี,42,60948,42,60882,6,114,"2023-01-16 07:37:07"
2022,46,นครปฐม,150,140001,150,140001,0,186,"2023-01-16 07:37:07"
2022,46,หนองคาย,21,70623,21,70260,0,79,"2023-01-16 07:37:07"
2022,46,ชัยภูมิ,9,62190,9,62187,0,84,"2023-01-16 07:37:07"
2022,46,ประจวบคีรีขันธ์,60,73434,60,72381,0,125,"2023-01-16 07:37:07"
2022,46,สมุทรปราการ,354,331677,354,330207,4,429,"2023-01-16 07:37:07"
2022,46,ปัตตานี,30,33489,30,33351,6,92,"2023-01-16 07:37:07"
2022,46,นครสวรรค์,210,74664,210,74643,2,173,"2023-01-16 07:37:07"
2022,46,หนองบัวลำภู,33,34347,33,34347,4,91,"2023-01-16 07:37:07"
2022,46,สุรินทร์,144,100494,144,100440,0,126,"2023-01-16 07:37:07"
2022,46,นราธิวาส,48,23955,48,23928,0,26,"2023-01-16 07:37:07"
2022,47,ปัตตานี,33,33522,33,33384,0,92,"2023-01-16 07:37:07"
2022,47,สมุทรปราการ,483,332160,483,330690,8,437,"2023-01-16 07:37:07"
2022,47,นครสวรรค์,201,74865,201,74844,4,177,"2023-01-16 07:37:07"
2022,47,นราธิวาส,18,23973,18,23946,0,26,"2023-01-16 07:37:07"
2022,47,หนองบัวลำภู,24,34371,24,34371,0,91,"2023-01-16 07:37:07"
2022,47,สุรินทร์,171,100665,171,100611,2,128,"2023-01-16 07:37:07"
2022,47,ตราด,63,29421,63,29055,2,138,"2023-01-16 07:37:07"
2022,47,อุตรดิตถ์,129,26838,129,26835,0,64,"2023-01-16 07:37:07"
2022,47,กำแพงเพชร,15,52728,15,52713,2,131,"2023-01-16 07:37:07"
2022,47,สตูล,48,32457,48,32403,0,73,"2023-01-16 07:37:07"
2022,47,สิงห์บุรี,33,25470,33,25467,0,90,"2023-01-16 07:37:07"
2022,47,นครนายก,39,38706,39,38706,0,98,"2023-01-16 07:37:07"
2022,47,เชียงราย,141,18039,141,17934,0,123,"2023-01-16 07:37:07"
2022,47,เชียงใหม่,54,110244,54,110037,2,321,"2023-01-16 07:37:07"
2022,47,บึงกาฬ,0,31662,0,31650,0,20,"2023-01-16 07:37:07"
2022,47,ระยอง,30,130161,30,130062,0,214,"2023-01-16 07:37:07"
2022,47,สงขลา,531,113262,531,112851,0,145,"2023-01-16 07:37:07"
2022,47,ตาก,432,38466,432,38058,6,97,"2023-01-16 07:37:07"
2022,47,ขอนแก่น,357,174699,357,174633,0,192,"2023-01-16 07:37:07"
2022,47,บุรีรัมย์,279,152859,279,152841,2,99,"2023-01-16 07:37:07"
2022,47,เพชรบูรณ์,42,39111,42,39102,0,61,"2023-01-16 07:37:07"
2022,47,ภูเก็ต,204,163353,204,135375,20,182,"2023-01-16 07:37:07"
2022,47,สุพรรณบุรี,39,103785,39,103770,0,161,"2023-01-16 07:37:07"
2022,47,พัทลุง,24,73179,24,73179,0,96,"2023-01-16 07:37:07"
2022,47,ชุมพร,525,45480,525,45480,0,79,"2023-01-16 07:37:07"
2022,47,ราชบุรี,105,125358,105,125355,0,201,"2023-01-16 07:37:07"
2022,47,ปทุมธานี,513,134352,513,134319,0,233,"2023-01-16 07:37:07"
2022,47,นครพนม,27,42459,27,42456,0,79,"2023-01-16 07:37:07"
2022,47,สุราษฎร์ธานี,192,62529,192,60684,14,193,"2023-01-16 07:37:07"
2022,47,กรุงเทพมหานคร,3174,1536540,3174,1530600,16,1544,"2023-01-16 07:37:07"
2022,47,ฉะเชิงเทรา,174,126921,174,126906,4,127,"2023-01-16 07:37:07"
2022,47,ทั้งประเทศ,14742,7451427,14742,7400514,148,11898,"2023-01-16 07:37:07"
2022,47,ระนอง,21,32376,21,32205,0,27,"2023-01-16 07:37:07"
2022,47,ปราจีนบุรี,57,77037,57,77025,2,124,"2023-01-16 07:37:07"
2022,47,มหาสารคาม,114,85800,114,85779,4,123,"2023-01-16 07:37:07"
2022,47,กาฬสินธุ์,75,74532,75,74526,0,172,"2023-01-16 07:37:07"
2022,47,จันทบุรี,123,63477,123,63432,0,73,"2023-01-16 07:37:07"
2022,47,อุทัยธานี,135,33288,135,33288,4,121,"2023-01-16 07:37:07"
2022,47,ตรัง,486,32223,486,32202,2,79,"2023-01-16 07:37:07"
2022,47,สระบุรี,129,60345,129,60336,0,166,"2023-01-16 07:37:07"
2022,47,พระนครศรีอยุธยา,54,108858,54,108858,6,147,"2023-01-16 07:37:07"
2022,47,ยะลา,42,29796,42,29754,4,91,"2023-01-16 07:37:07"
2022,47,ประจวบคีรีขันธ์,81,73515,81,72462,0,125,"2023-01-16 07:37:07"
2022,47,ชัยภูมิ,9,62199,9,62196,0,84,"2023-01-16 07:37:07"
2022,47,นครปฐม,156,140157,156,140157,0,186,"2023-01-16 07:37:07"
2022,47,น่าน,21,37386,21,37377,0,32,"2023-01-16 07:37:07"
2022,47,หนองคาย,75,70698,75,70335,0,79,"2023-01-16 07:37:07"
2022,47,เพชรบุรี,36,60984,36,60918,0,114,"2023-01-16 07:37:07"
2022,47,เลย,192,53358,192,53355,2,132,"2023-01-16 07:37:07"
2022,47,นนทบุรี,507,225318,507,225252,2,118,"2023-01-16 07:37:07"
2022,47,ยโสธร,27,42228,27,42219,0,105,"2023-01-16 07:37:07"
2022,47,ลำปาง,171,31317,171,31311,8,137,"2023-01-16 07:37:07"
2022,47,สกลนคร,66,64401,66,64395,0,149,"2023-01-16 07:37:07"
2022,47,กาญจนบุรี,24,82986,24,82836,0,164,"2023-01-16 07:37:07"
2022,47,สมุทรสงคราม,15,41403,15,41403,0,77,"2023-01-16 07:37:07"
2022,47,อำนาจเจริญ,0,23241,0,23229,0,35,"2023-01-16 07:37:07"
2022,47,พิจิตร,21,18123,21,18123,0,90,"2023-01-16 07:37:07"
2022,47,ชลบุรี,846,361833,846,356301,10,549,"2023-01-16 07:37:07"
2022,47,ชัยนาท,33,12903,33,12903,0,9,"2023-01-16 07:37:07"
2022,47,แพร่,81,29025,81,29013,4,92,"2023-01-16 07:37:07"
2022,47,อุบลราชธานี,189,125031,189,124977,2,296,"2023-01-16 07:37:07"
2022,47,สุโขทัย,57,48450,57,48444,12,185,"2023-01-16 07:37:07"
2022,47,อุดรธานี,45,88494,45,88425,2,206,"2023-01-16 07:37:07"
2022,47,พังงา,0,31074,0,29880,0,31,"2023-01-16 07:37:07"
2022,47,พะเยา,81,18828,81,18828,0,59,"2023-01-16 07:37:07"
